ticket_id,customer_id,category,priority,created_at,resolved_at,resolution_hours,satisfaction_score,agent_name,channel,description
TKT-00172,CUST-495,Feature Request,High,2024-02-08T08:44:18Z,2024-02-10T07:44:18Z,47.0,3.0,Connie Lawrence,email,Worker left example high month whom stage.
TKT-00173,CUST-398,Account,Medium,2024-02-22T08:35:03Z,2024-02-23T07:35:03Z,23.0,4.0,Angie Henderson,chat,Support request: Catch economic political them never bill suffer surface.
TKT-00174,CUST-348,Technical,Low,2024-02-07T17:10:09Z,2024-02-08T06:10:09Z,13.0,5.0,Gabrielle Davis,chat,Support request: Base civil last message store.
TKT-00175,CUST-337,Billing,Low,2024-02-26T14:41:03Z,2024-02-26T15:41:03Z,1.0,10.0,Lisa Hensley,email,Watch develop later glass.
TKT-00176,CUST-082,Integration,Medium,2024-02-13T19:45:12Z,2024-02-16T02:45:12Z,55.0,8.0,Noah Rhodes,email,Increase how hear.
TKT-00177,CUST-184,Integration,Medium,2024-02-05T21:37:38Z,2024-02-07T07:37:38Z,34.0,7.0,Jamie Arnold,phone,Yes heart agreement us stuff practice.
TKT-00178,CUST-048,Billing,High,2024-02-07T03:43:50Z,2024-02-09T18:43:50Z,63.0,4.0,Angie Henderson,phone,Case expert stop receive.
TKT-00179,CUST-442,Onboarding,Low,2024-02-10T22:37:09Z,2024-02-11T17:37:09Z,19.0,9.0,Daniel Wagner,chat,Serve light past town.
TKT-00180,CUST-397,Integration,Medium,2024-02-25T11:48:31Z,,,,Connie Lawrence,chat,Eight strong nature.
TKT-00181,CUST-085,Performance,Medium,2024-02-07T20:45:53Z,2024-02-10T07:45:53Z,59.0,2.0,Lisa Hensley,email,User reported issue with Month book explain feeling answer information soldier lead.. Please contact copelandvincent@example.net or 7895324609 for follow-up.
TKT-00182,CUST-343,Performance,Medium,2024-02-21T10:11:28Z,2024-02-22T01:11:28Z,15.0,9.0,Daniel Wagner,email,Indicate professor beat window attack moment medical.
TKT-00183,CUST-369,Integration,Medium,2024-02-14T13:37:26Z,2024-02-15T14:37:26Z,25.0,7.0,Jamie Arnold,chat,User reported issue with Never hospital like player wonder effect administration.. Please contact cooperjessica@example.net or 995-920-5852 for follow-up.
TKT-00184,CUST-380,Integration,Medium,2024-02-06T09:47:26Z,2024-02-06T16:47:26Z,7.0,1.0,Jamie Arnold,phone,Support request: Consider care respond want already cut social though.
TKT-00185,CUST-438,Account,Medium,2024-02-17T14:16:00Z,2024-02-18T03:16:00Z,13.0,7.0,Gina Moore,email,Support request: Value middle writer myself education send.
TKT-00186,CUST-459,Feature Request,High,2024-02-15T02:24:54Z,2024-02-17T00:24:54Z,46.0,5.0,Monica Herrera,phone,Experience television answer pretty event.
TKT-00187,CUST-410,Security,Medium,2024-02-16T18:39:36Z,2024-02-17T21:39:36Z,27.0,1.0,Monica Herrera,email,Customer escalation: Join hundred keep what fund cost.. Reach out at zrichardson@example.net.
TKT-00188,CUST-221,Account,Low,2024-02-28T14:38:50Z,2024-03-02T04:38:50Z,62.0,7.0,Michele Williams,email,Knowledge response coach know language.
TKT-00189,CUST-165,Billing,Low,2024-02-02T21:39:41Z,2024-02-03T08:39:41Z,11.0,6.0,Allison Hill,email,Past itself police social arm provide.
TKT-00190,CUST-014,Onboarding,Medium,2024-02-01T13:35:28Z,,,,Lisa Hensley,chat,Guy song quickly well central parent.
TKT-00191,CUST-324,Onboarding,High,2024-02-05T23:30:41Z,2024-02-06T02:30:41Z,3.0,,Allison Hill,portal,Alone attack sing hand him note.
TKT-00192,CUST-092,Performance,Low,2024-02-15T04:20:45Z,2024-02-17T18:20:45Z,62.0,5.0,Allison Hill,chat,Check last he know baby case happen fire.
TKT-00193,CUST-248,Onboarding,High,2024-02-21T22:47:23Z,2024-02-23T22:47:23Z,48.0,10.0,Cristian Santos,phone,Economic box save material hit.
TKT-00194,CUST-375,Account,Medium,2024-02-05T08:14:30Z,,,,Gabrielle Davis,chat,Brother simple region Democrat partner really your.
TKT-00195,CUST-485,Account,Low,2024-02-26T23:27:37Z,2024-02-27T09:27:37Z,10.0,,Ryan Munoz,phone,But table later together knowledge.
TKT-00196,CUST-329,Technical,Medium,2024-02-01T07:18:11Z,,,,Dylan Miller,chat,Specific whose worry property.
TKT-00197,CUST-339,Technical,Medium,2024-02-28T10:54:01Z,2024-03-01T14:54:01Z,52.0,9.0,Angie Henderson,chat,Nearly face feel church.
TKT-00198,CUST-092,Account,High,2024-02-26T04:50:44Z,2024-02-27T19:50:44Z,39.0,7.0,Allison Hill,chat,Support request: Soldier meeting building cut.
TKT-00199,CUST-303,Performance,High,2024-02-05T23:35:52Z,2024-02-08T06:35:52Z,55.0,4.0,Gina Moore,email,Door management guess occur.
TKT-00200,CUST-419,Integration,Low,2024-02-06T05:02:25Z,2024-02-06T17:02:25Z,12.0,1.0,Dylan Miller,email,Sound necessary partner beat finally yourself rest.
TKT-00201,CUST-278,Billing,Medium,2024-02-09T14:51:18Z,2024-02-10T01:51:18Z,11.0,9.0,Angie Henderson,chat,Improve important offer by first avoid letter.
TKT-00202,CUST-361,Security,Low,2024-02-07T18:55:42Z,2024-02-10T07:55:42Z,61.0,10.0,Daniel Wagner,phone,General there sister policy consider whom item.
TKT-00203,CUST-301,Performance,Low,2024-02-11T05:24:39Z,2024-02-13T23:24:39Z,66.0,7.0,Gina Moore,email,Story million fight class.
TKT-00204,CUST-396,Performance,Medium,2024-02-22T19:08:58Z,,,,Ryan Munoz,chat,Generation wait thus suffer economy.
TKT-00205,CUST-044,Integration,Low,2024-02-15T22:31:04Z,2024-02-17T14:31:04Z,40.0,9.0,Dylan Miller,email,Ever person pass behavior political option oil.
TKT-00206,CUST-461,Integration,High,2024-02-18T05:47:33Z,2024-02-20T06:47:33Z,49.0,,Lisa Hensley,portal,Probably result painting successful.
TKT-00207,CUST-025,Performance,Low,2024-02-28T01:36:26Z,2024-03-01T12:36:26Z,59.0,,Noah Rhodes,phone,Customer escalation: American tell ball we side enough decision.. Reach out at bmontgomery@example.com.
TKT-00208,CUST-099,Onboarding,Low,2024-02-22T14:58:30Z,,,,Monica Herrera,email,Daughter parent fine responsibility safe team wish.
TKT-00209,CUST-307,Account,Low,2024-02-05T14:38:02Z,2024-02-07T01:38:02Z,35.0,3.0,Michele Williams,email,Support request: Set middle blood drop.
TKT-00210,CUST-219,Performance,Medium,2024-02-21T13:34:36Z,2024-02-23T05:34:36Z,40.0,7.0,Connie Lawrence,email,Environment easy best face.
TKT-00211,CUST-060,Onboarding,Medium,2024-02-02T22:22:36Z,2024-02-05T16:22:36Z,66.0,7.0,Abigail Shaffer,email,Ten industry while total spend value.
TKT-00212,CUST-296,Billing,High,2024-02-01T09:01:43Z,2024-02-01T11:01:43Z,2.0,,Daniel Wagner,chat,Couple city you level these market.
TKT-00213,CUST-460,Onboarding,High,2024-02-27T23:14:35Z,2024-03-01T03:14:35Z,52.0,7.0,Gina Moore,portal,War measure whom Democrat.
TKT-00214,CUST-420,Feature Request,Medium,2024-02-27T02:35:42Z,,,,Connie Lawrence,chat,Any example our successful pull experience.
TKT-00215,CUST-003,Billing,Low,2024-02-24T04:49:44Z,2024-02-25T20:49:44Z,40.0,3.0,Abigail Shaffer,chat,Suggest issue think.
TKT-00216,CUST-453,Account,Medium,2024-02-01T18:44:34Z,2024-02-02T03:44:34Z,9.0,1.0,Angie Henderson,chat,Shake hand hundred now crime network.
TKT-00217,CUST-200,Security,Low,2024-02-20T20:23:15Z,2024-02-22T18:23:15Z,46.0,6.0,Connie Lawrence,email,Customer escalation: Hit late near stay.. Reach out at andersoncolin@example.com.
TKT-00218,CUST-411,Security,Low,2024-02-25T04:39:51Z,2024-02-25T09:39:51Z,5.0,7.0,Angie Henderson,email,Issue description: Paper middle foreign party.. Call 001-258-788-7947 if urgent.
TKT-00219,CUST-360,Integration,Low,2024-02-11T23:11:25Z,2024-02-13T13:11:25Z,38.0,6.0,Abigail Shaffer,phone,Purpose woman on someone rise read.
TKT-00220,CUST-233,Onboarding,High,2024-02-01T13:20:09Z,2024-02-02T15:20:09Z,26.0,5.0,Monica Herrera,chat,User reported issue with Others enter pretty.. Please contact jennifersilva@example.org or 896.523.0913x07562 for follow-up.
TKT-00221,CUST-103,Security,Low,2024-02-10T06:00:21Z,2024-02-11T10:00:21Z,28.0,10.0,Ryan Munoz,portal,Maybe particularly likely summer road relationship.
TKT-00222,CUST-267,Technical,Medium,2024-02-05T17:40:31Z,2024-02-08T10:40:31Z,65.0,9.0,Daniel Wagner,chat,Debate foot production moment finish community treatment.
TKT-00223,CUST-078,Feature Request,Medium,2024-02-18T05:40:18Z,2024-02-20T05:40:18Z,48.0,9.0,Gabrielle Davis,email,National put test race sound enough.
TKT-00224,CUST-271,Security,Low,2024-02-25T00:23:20Z,2024-02-27T14:23:20Z,62.0,9.0,Cristian Santos,portal,Court east newspaper different win father eye.
TKT-00225,CUST-351,Onboarding,Medium,2024-02-10T15:53:48Z,2024-02-12T21:53:48Z,54.0,2.0,Gina Moore,email,Real major look night various.
TKT-00226,CUST-322,Integration,Medium,2024-02-14T22:23:59Z,,,,Cristian Santos,chat,Explain of myself time house.
TKT-00227,CUST-162,Security,Low,2024-02-03T09:48:36Z,2024-02-05T18:48:36Z,57.0,2.0,Angie Henderson,email,West source fact explain research get.
TKT-00228,CUST-268,Feature Request,Medium,2024-02-03T21:16:01Z,2024-02-06T04:16:01Z,55.0,9.0,Gina Moore,email,Pretty section degree still even no.
TKT-00229,CUST-020,Account,Low,2024-02-22T09:39:02Z,2024-02-24T12:39:02Z,51.0,6.0,Abigail Shaffer,chat,User reported issue with Case past only drug prove.. Please contact danawilliams@example.com or 271-320-8267x73454 for follow-up.
TKT-00230,CUST-268,Onboarding,Medium,2024-02-15T10:46:52Z,,,,Cristian Santos,phone,Discussion school sure also TV individual study.
TKT-00231,CUST-395,Account,Low,2024-02-16T10:40:54Z,2024-02-17T18:40:54Z,32.0,2.0,Gabrielle Davis,portal,Young however many.
TKT-00232,CUST-123,Technical,Medium,2024-02-11T12:26:41Z,2024-02-12T18:26:41Z,30.0,10.0,Lisa Hensley,chat,Support request: Theory across nothing blue work.
TKT-00233,CUST-298,Feature Request,High,2024-02-24T20:14:20Z,,,,Dylan Miller,email,Lawyer political modern threat care.
TKT-00234,CUST-174,Account,Low,2024-02-02T05:00:42Z,2024-02-04T20:00:42Z,63.0,1.0,Gabrielle Davis,portal,Life cover both class learn either control.
TKT-00235,CUST-089,Feature Request,Critical,2024-02-13T05:44:04Z,2024-02-14T07:44:04Z,26.0,3.0,Dylan Miller,phone,So nothing serious compare task today.
TKT-00236,CUST-117,Integration,Low,2024-02-24T03:08:19Z,2024-02-26T02:08:19Z,47.0,5.0,Cristian Santos,email,Middle beautiful protect continue cell food.
TKT-00237,CUST-369,Technical,Low,2024-02-18T21:19:15Z,2024-02-21T10:19:15Z,61.0,8.0,Daniel Wagner,phone,Support request: According himself land environment form.
TKT-00238,CUST-065,Security,High,2024-02-05T13:20:13Z,2024-02-07T07:20:13Z,42.0,9.0,Gina Moore,portal,Reveal activity president realize artist brother fill if.
TKT-00239,CUST-012,Performance,High,2024-02-28T23:31:37Z,2024-03-02T08:31:37Z,57.0,9.0,Daniel Wagner,phone,Support request: Type thousand show real police wait happen.
TKT-00240,CUST-474,Security,Low,2024-02-16T15:24:09Z,2024-02-18T10:24:09Z,43.0,2.0,Angie Henderson,chat,User reported issue with Despite card check security paper.. Please contact emiles@example.net or +1-533-491-8785x19108 for follow-up.
TKT-00241,CUST-001,Onboarding,Low,2024-02-25T05:06:04Z,2024-02-26T13:06:04Z,32.0,,Dylan Miller,chat,Foreign minute break day.
TKT-00242,CUST-398,Security,Medium,2024-02-01T22:23:37Z,2024-02-03T08:23:37Z,34.0,5.0,Daniel Wagner,email,Major together knowledge argue car indeed nor next.
TKT-00243,CUST-432,Technical,Medium,2024-02-23T11:03:48Z,2024-02-26T03:03:48Z,64.0,6.0,Gina Moore,chat,Rich how staff second official.
TKT-00244,CUST-353,Feature Request,Low,2024-02-05T18:06:14Z,2024-02-08T00:06:14Z,54.0,10.0,Angie Henderson,email,Interest red must.
TKT-00245,CUST-417,Feature Request,Low,2024-02-26T05:23:38Z,2024-02-28T15:23:38Z,58.0,1.0,Gina Moore,email,Various attorney value all.
TKT-00246,CUST-165,Onboarding,Medium,2024-02-28T23:11:41Z,,,,Noah Rhodes,chat,Conference career political role white hear.
TKT-00247,CUST-275,Technical,Low,2024-02-09T06:15:29Z,2024-02-11T21:15:29Z,63.0,4.0,Lisa Hensley,portal,Large true help bag who themselves.
TKT-00248,CUST-388,Account,Medium,2024-02-06T19:25:53Z,2024-02-08T14:25:53Z,43.0,,Michele Williams,email,President girl condition Mr.
TKT-00249,CUST-341,Billing,Medium,2024-02-27T04:20:57Z,,,,Cristian Santos,email,Camera without strong series without leg rest.
TKT-00250,CUST-234,Performance,Low,2024-02-10T22:42:07Z,2024-02-13T07:42:07Z,57.0,9.0,Abigail Shaffer,portal,Mother statement easy get every visit.
TKT-00251,CUST-469,Security,Medium,2024-02-05T16:15:24Z,2024-02-05T21:15:24Z,5.0,2.0,Cristian Santos,email,Support request: Allow produce past view.
TKT-00252,CUST-391,Onboarding,Critical,2024-02-03T03:41:31Z,2024-02-05T00:41:31Z,45.0,4.0,Jamie Arnold,chat,Drive attack order.
TKT-00253,CUST-445,Onboarding,Low,2024-02-25T02:20:24Z,2024-02-27T22:20:24Z,68.0,4.0,Gabrielle Davis,phone,Our reflect any scientist I doctor describe.
TKT-00254,CUST-192,Feature Request,Low,2024-02-25T12:56:36Z,2024-02-26T07:56:36Z,19.0,4.0,Jamie Arnold,chat,Cell year doctor trouble.
TKT-00255,CUST-354,Onboarding,Medium,2024-02-11T06:31:09Z,2024-02-13T22:31:09Z,64.0,1.0,Angie Henderson,portal,Five our pull fly few century produce.
TKT-00256,CUST-018,Technical,Medium,2024-02-12T09:35:43Z,,,,Abigail Shaffer,email,Support request: Including every news option same.
TKT-00257,CUST-195,Billing,High,2024-02-24T21:17:53Z,,,,Michele Williams,email,User reported issue with Personal interview many win.. Please contact ufloyd@example.net or (862)846-2873x34270 for follow-up.
TKT-00258,CUST-272,Performance,Medium,2024-02-28T07:14:25Z,2024-03-01T14:14:25Z,55.0,,Abigail Shaffer,email,Morning home effort form bad last he.
TKT-00259,CUST-272,Technical,Low,2024-02-04T08:06:09Z,,,,Jamie Arnold,chat,Right couple environmental purpose owner them could.
TKT-00260,CUST-466,Integration,High,2024-02-09T04:30:00Z,2024-02-11T01:30:00Z,45.0,8.0,Jamie Arnold,phone,Right next look thank four whatever address view.
TKT-00261,CUST-152,Performance,Low,2024-02-11T12:55:40Z,2024-02-12T05:55:40Z,17.0,1.0,Ryan Munoz,chat,Section senior trial receive.
TKT-00262,CUST-195,Billing,High,2024-02-09T19:45:19Z,,,,Lisa Hensley,chat,Support request: However dream focus executive letter.
TKT-00263,CUST-184,Performance,Low,2024-02-09T07:55:52Z,2024-02-11T15:55:52Z,56.0,5.0,Noah Rhodes,chat,Final growth third letter sort reveal.
TKT-00264,CUST-096,Account,Low,2024-02-01T07:14:28Z,2024-02-02T02:14:28Z,19.0,3.0,Cristian Santos,phone,Support request: Trial have including none determine certainly.
TKT-00265,CUST-166,Onboarding,Low,2024-02-10T19:10:03Z,2024-02-11T05:10:03Z,10.0,9.0,Michele Williams,phone,Network once result far cultural.
TKT-00266,CUST-098,Technical,Medium,2024-02-03T20:48:25Z,,,,Jamie Arnold,portal,Here street material pressure range.
TKT-00267,CUST-167,Onboarding,Low,2024-02-10T10:53:45Z,2024-02-12T12:53:45Z,50.0,6.0,Jamie Arnold,email,Shake major rich science leave.
TKT-00268,CUST-102,Onboarding,Medium,2024-02-21T02:30:57Z,2024-02-23T20:30:57Z,66.0,10.0,Jamie Arnold,email,Customer escalation: College result major true my politics.. Reach out at warrenmary@example.org.
TKT-00269,CUST-401,Integration,High,2024-02-18T07:29:15Z,2024-02-20T13:29:15Z,54.0,4.0,Gina Moore,email,According necessary activity.
TKT-00270,CUST-227,Technical,Low,2024-02-09T14:29:50Z,2024-02-09T15:29:50Z,1.0,4.0,Daniel Wagner,chat,Reveal movie expert maybe recently issue vote.
TKT-00271,CUST-398,Integration,Low,2024-02-15T23:06:21Z,2024-02-16T03:06:21Z,4.0,10.0,Allison Hill,email,Blood benefit chance court.
TKT-00272,CUST-424,Onboarding,Low,2024-02-18T13:36:43Z,2024-02-19T01:36:43Z,12.0,2.0,Abigail Shaffer,email,Education great some bad where learn during.
TKT-00273,CUST-091,Feature Request,Low,2024-02-12T14:38:24Z,2024-02-14T13:38:24Z,47.0,,Abigail Shaffer,email,Customer escalation: Feel stock ball yard practice.. Reach out at davisnicholas@example.net.
TKT-00274,CUST-017,Billing,High,2024-02-22T09:17:58Z,2024-02-24T04:17:58Z,43.0,2.0,Cristian Santos,portal,Another avoid understand tonight nor.
TKT-00275,CUST-240,Security,Low,2024-02-09T14:28:59Z,2024-02-10T16:28:59Z,26.0,4.0,Michele Williams,chat,Conference sure administration.
TKT-00276,CUST-374,Account,Low,2024-02-13T10:58:55Z,2024-02-15T05:58:55Z,43.0,10.0,Dylan Miller,email,Support request: Onto sell require huge baby.
TKT-00277,CUST-129,Feature Request,High,2024-02-18T09:49:23Z,2024-02-18T11:49:23Z,2.0,7.0,Gina Moore,email,Nor note support quality.
TKT-00278,CUST-253,Performance,Low,2024-02-22T16:37:44Z,2024-02-23T23:37:44Z,31.0,8.0,Gabrielle Davis,phone,Forward sense cause write right may window.
TKT-00279,CUST-212,Billing,Medium,2024-02-03T18:56:26Z,2024-02-05T23:56:26Z,53.0,2.0,Dylan Miller,chat,Issue description: Best discussion away.. Call +1-647-573-5866x2961 if urgent.
TKT-00280,CUST-329,Billing,Low,2024-02-24T23:47:15Z,2024-02-25T11:47:15Z,12.0,1.0,Daniel Wagner,email,Support request: Bank child Republican plant.
TKT-00281,CUST-323,Integration,Critical,2024-02-16T07:30:56Z,2024-02-18T10:30:56Z,51.0,9.0,Abigail Shaffer,portal,First blood accept final growth especially.
TKT-00282,CUST-430,Account,Low,2024-02-05T02:28:32Z,2024-02-05T10:28:32Z,8.0,1.0,Gina Moore,email,Beautiful issue news mention.
TKT-00283,CUST-251,Technical,Low,2024-02-16T23:57:19Z,2024-02-19T14:57:19Z,63.0,4.0,Michele Williams,email,Ago government behavior our.
TKT-00284,CUST-456,Feature Request,Low,2024-02-10T13:01:04Z,2024-02-12T11:01:04Z,46.0,,Allison Hill,chat,Tell activity including single right nice.
TKT-00285,CUST-365,Account,Medium,2024-02-05T21:30:45Z,2024-02-07T07:30:45Z,34.0,6.0,Gabrielle Davis,email,Occur college herself catch feeling.
TKT-00286,CUST-270,Feature Request,Low,2024-02-28T02:11:52Z,2024-02-29T13:11:52Z,35.0,10.0,Gabrielle Davis,phone,Certainly cold every feel site guess want.
TKT-00287,CUST-475,Onboarding,High,2024-02-03T07:51:30Z,2024-02-05T17:51:30Z,58.0,9.0,Daniel Wagner,email,Many pattern leader career according how success here.
TKT-00288,CUST-409,Feature Request,Critical,2024-02-17T18:51:53Z,2024-02-19T17:51:53Z,47.0,6.0,Cristian Santos,portal,Key issue statement prepare organization feel.
TKT-00289,CUST-176,Integration,Medium,2024-02-15T03:19:26Z,2024-02-16T04:19:26Z,25.0,8.0,Lisa Hensley,phone,Water cut fire who why fact reason make.
TKT-00290,CUST-171,Performance,Medium,2024-02-17T03:37:57Z,2024-02-18T05:37:57Z,26.0,5.0,Monica Herrera,email,Issue description: Site for exactly skill half usually customer.. Call 837.841.6724x342 if urgent.
TKT-00291,CUST-323,Billing,Low,2024-02-13T08:52:40Z,2024-02-15T19:52:40Z,59.0,7.0,Noah Rhodes,portal,Last our old move.
TKT-00292,CUST-255,Billing,Low,2024-02-24T09:54:01Z,2024-02-26T16:54:01Z,55.0,8.0,Jamie Arnold,portal,Myself so growth time Mr point.
TKT-00293,CUST-273,Feature Request,High,2024-02-01T16:03:46Z,2024-02-04T04:03:46Z,60.0,5.0,Allison Hill,email,Body eat professor coach.
TKT-00294,CUST-012,Security,Medium,2024-02-26T18:42:56Z,,,,Abigail Shaffer,chat,Support request: And worker quality hundred sell whole involve action.. Email jeffrey88@example.net for details.
TKT-00295,CUST-218,Feature Request,High,2024-02-23T05:02:11Z,2024-02-24T07:02:11Z,26.0,6.0,Michele Williams,phone,Indeed which break wait center.
TKT-00296,CUST-250,Account,Critical,2024-02-26T04:16:44Z,2024-02-28T23:16:44Z,67.0,,Monica Herrera,email,Gas six miss give best.
TKT-00297,CUST-076,Performance,Low,2024-02-01T15:16:14Z,2024-02-03T00:16:14Z,33.0,10.0,Monica Herrera,email,Support request: Five feel special boy support possible quality.
TKT-00298,CUST-297,Billing,Low,2024-02-06T21:03:42Z,,,,Noah Rhodes,phone,Upon scientist might necessary.
TKT-00299,CUST-095,Performance,High,2024-02-26T02:02:36Z,2024-02-29T01:02:36Z,71.0,1.0,Daniel Wagner,email,Support request: Nice when discussion if continue policy.
TKT-00300,CUST-266,Technical,Low,2024-02-18T05:21:21Z,2024-02-18T13:21:21Z,8.0,,Dylan Miller,phone,How scene third last involve above.
TKT-00301,CUST-118,Security,Medium,2024-02-11T08:25:15Z,2024-02-12T12:25:15Z,28.0,5.0,Jamie Arnold,chat,Day sell speak artist big.
TKT-00302,CUST-039,Onboarding,High,2024-02-07T14:32:12Z,2024-02-08T09:32:12Z,19.0,4.0,Michele Williams,email,Support request: Cost for leader energy television month police.
TKT-00303,CUST-247,Performance,Low,2024-02-04T14:09:25Z,2024-02-06T18:09:25Z,52.0,,Ryan Munoz,portal,Home hotel box goal leader common purpose song.
TKT-00304,CUST-080,Onboarding,Medium,2024-02-18T12:30:53Z,2024-02-18T19:30:53Z,7.0,3.0,Gabrielle Davis,email,Opportunity public finish draw bring health center home.
TKT-00305,CUST-155,Performance,High,2024-02-10T19:54:22Z,2024-02-12T01:54:22Z,30.0,3.0,Allison Hill,chat,Case himself control player really population yourself never.
TKT-00306,CUST-230,Performance,Medium,2024-02-24T21:29:58Z,2024-02-26T19:29:58Z,46.0,7.0,Connie Lawrence,chat,User reported issue with Eye cost success people tend weight machine.. Please contact lisamaynard@example.net or +1-276-676-7721x9034 for follow-up.
TKT-00307,CUST-056,Account,Low,2024-02-23T07:33:56Z,2024-02-25T05:33:56Z,46.0,9.0,Abigail Shaffer,email,Mrs collection leader score she.
TKT-00308,CUST-420,Feature Request,Low,2024-02-12T08:06:13Z,2024-02-13T18:06:13Z,34.0,7.0,Connie Lawrence,email,Member of environmental myself yard my series.
TKT-00309,CUST-252,Integration,Low,2024-02-28T00:56:34Z,2024-03-01T05:56:34Z,53.0,,Monica Herrera,portal,Issue description: National wrong bill stop seem fear.. Call 513.239.5962x923 if urgent.
TKT-00310,CUST-147,Security,Medium,2024-02-04T18:24:34Z,2024-02-06T00:24:34Z,30.0,4.0,Connie Lawrence,chat,Go exactly much food region eye environment.
TKT-00311,CUST-315,Technical,Low,2024-02-22T17:01:46Z,,,,Ryan Munoz,email,Support request: World quickly believe while size try yeah.
TKT-00312,CUST-184,Integration,Medium,2024-02-07T16:40:45Z,2024-02-09T14:40:45Z,46.0,2.0,Monica Herrera,email,Reduce car chair focus.
TKT-00313,CUST-236,Account,Low,2024-02-04T20:15:08Z,2024-02-04T22:15:08Z,2.0,2.0,Daniel Wagner,email,Seven put majority officer environmental.
TKT-00314,CUST-038,Technical,Low,2024-02-08T19:22:13Z,2024-02-11T16:22:13Z,69.0,8.0,Gabrielle Davis,phone,Heart away some shoulder idea seek.
TKT-00315,CUST-075,Security,Medium,2024-02-10T06:13:02Z,2024-02-11T11:13:02Z,29.0,4.0,Michele Williams,chat,Lawyer maintain old than suggest behavior.
TKT-00316,CUST-164,Performance,Medium,2024-02-13T02:21:44Z,2024-02-14T03:21:44Z,25.0,3.0,Monica Herrera,chat,Play recently sure somebody huge why station.
TKT-00317,CUST-036,Billing,Medium,2024-02-16T05:05:37Z,2024-02-18T01:05:37Z,44.0,9.0,Lisa Hensley,email,Support request: Environmental stock front official not magazine gas.
TKT-00318,CUST-214,Integration,Medium,2024-02-10T02:45:28Z,2024-02-10T15:45:28Z,13.0,5.0,Connie Lawrence,chat,Animal phone student.
TKT-00319,CUST-308,Security,Medium,2024-02-17T15:04:21Z,2024-02-20T08:04:21Z,65.0,8.0,Monica Herrera,portal,Support request: Buy tax kid.
TKT-00320,CUST-040,Billing,Medium,2024-02-14T23:14:15Z,,,,Daniel Wagner,chat,Yeah into yet.
TKT-00321,CUST-028,Feature Request,Low,2024-02-03T14:32:35Z,2024-02-06T11:32:35Z,69.0,,Ryan Munoz,portal,Think few themselves theory.
TKT-00322,CUST-480,Performance,High,2024-02-17T11:48:06Z,,,,Gabrielle Davis,email,Pressure economy head tough.
TKT-00323,CUST-105,Feature Request,Low,2024-02-09T15:06:44Z,2024-02-11T10:06:44Z,43.0,3.0,Jamie Arnold,email,Appear personal rise sense.
TKT-00324,CUST-007,Technical,High,2024-02-03T06:00:34Z,2024-02-03T23:00:34Z,17.0,,Allison Hill,email,Support request: Pretty region ability live car difficult.
TKT-00325,CUST-194,Feature Request,Critical,2024-02-24T04:09:17Z,2024-02-24T20:09:17Z,16.0,5.0,Dylan Miller,portal,Support request: Act receive stage write institution car.
TKT-00326,CUST-040,Security,High,2024-02-18T17:17:24Z,2024-02-20T11:17:24Z,42.0,,Daniel Wagner,chat,Director become south billion.
TKT-00327,CUST-287,Technical,Low,2024-02-27T05:49:19Z,2024-03-01T00:49:19Z,67.0,1.0,Jamie Arnold,chat,Thing case similar send card year.
TKT-00328,CUST-219,Feature Request,Low,2024-02-07T18:36:33Z,2024-02-10T03:36:33Z,57.0,5.0,Michele Williams,phone,User reported issue with Attention none particular clearly.. Please contact jennifer26@example.net or +1-673-311-2196x56523 for follow-up.
TKT-00329,CUST-100,Performance,Critical,2024-02-11T18:24:20Z,2024-02-14T01:24:20Z,55.0,,Monica Herrera,chat,Network outside parent single real.
TKT-00330,CUST-066,Account,High,2024-02-10T21:29:23Z,2024-02-13T19:29:23Z,70.0,3.0,Angie Henderson,chat,Day parent country hot position.
TKT-00331,CUST-342,Feature Request,Medium,2024-02-06T01:12:53Z,2024-02-07T00:12:53Z,23.0,2.0,Cristian Santos,email,Support request: Manager both matter order month.
TKT-00332,CUST-359,Billing,Medium,2024-02-05T21:26:09Z,2024-02-08T07:26:09Z,58.0,9.0,Gabrielle Davis,email,Would value car.
TKT-00333,CUST-119,Integration,Low,2024-02-19T18:10:29Z,2024-02-22T10:10:29Z,64.0,,Connie Lawrence,email,Support request: Inside national common likely would authority onto.. Email bakerbill@example.org for details.
TKT-00334,CUST-314,Technical,Medium,2024-02-15T06:28:24Z,2024-02-18T04:28:24Z,70.0,5.0,Dylan Miller,email,Customer escalation: Memory data space movie.. Reach out at wwillis@example.net.
TKT-00335,CUST-439,Integration,Critical,2024-02-02T21:23:19Z,2024-02-03T22:23:19Z,25.0,2.0,Cristian Santos,email,Actually case activity market.
TKT-00336,CUST-037,Security,Medium,2024-02-18T17:58:32Z,2024-02-18T18:58:32Z,1.0,2.0,Gina Moore,portal,Mission situation result cold camera sit.
TKT-00337,CUST-182,Technical,Low,2024-02-04T06:36:02Z,2024-02-06T20:36:02Z,62.0,3.0,Gina Moore,portal,Support request: Run brother tonight friend investment.. Email bakertheresa@example.net for details.
TKT-00338,CUST-206,Onboarding,Medium,2024-02-04T00:29:22Z,2024-02-04T11:29:22Z,11.0,,Gabrielle Davis,chat,Significant thus purpose boy scientist.
TKT-00339,CUST-232,Billing,Medium,2024-02-06T20:19:28Z,2024-02-09T05:19:28Z,57.0,3.0,Cristian Santos,email,Analysis television each.
